Age,Gender,Review,Education,Purchased
52,Male,Average,PG,Yes
26,Female,Average,UG,Yes
29,Female,Poor,PG,No
43,Female,Good,PG,No
62,Male,Average,PG,No
24,Female,Good,UG,No
31,Female,Good,PG,Yes
32,Female,Average,UG,Yes
38,Male,Average,UG,Yes
45,Male,Good,UG,No
36,Female,Good,UG,Yes
54,Male,Good,PhD,No
63,Female,Good,UG,Yes
27,Female,Good,UG,No
35,Female,Average,UG,Yes
46,Female,Good,PG,No
63,Female,Average,UG,Yes
35,Female,Poor,PG,Yes
46,Other,Average,UG,No
18,Female,Good,UG,Yes
49,Female,Poor,UG,No
18,Female,Good,UG,Yes
43,Female,Good,UG,No
33,Male,Good,PG,No
35,Female,Poor,PhD,Yes
20,Male,Average,PG,No
64,Female,Good,UG,No
36,Male,Good,UG,Yes
44,Female,Poor,PhD,No
29,Male,Average,UG,No
39,Male,Poor,UG,No
30,Male,Average,UG,Yes
38,Female,Good,UG,Yes
28,Female,Good,PhD,No
62,Female,Poor,PG,No
29,Female,Good,PG,No
50,Other,Good,UG,Yes
31,Female,Good,UG,No
30,Female,Good,UG,No
61,Male,Good,UG,Yes
37,Male,Average,UG,No
53,Female,Good,UG,Yes
35,Male,Good,UG,Yes
64,Male,Average,UG,No
47,Female,Average,UG,Yes
21,Male,Good,UG,No
27,Male,Good,PG,Yes
37,Female,Poor,PhD,No
21,Male,Average,UG,Yes
25,Female,Good,UG,No
53,Male,Good,UG,No
25,Male,Good,UG,Yes
23,Female,Good,PG,Yes
29,Male,Poor,UG,Yes
41,Female,Good,PG,No
57,Female,Good,PG,Yes
29,Male,Average,UG,Yes
44,Female,Good,UG,No
29,Female,Good,UG,No
25,Other,Poor,PG,Yes
34,Female,Poor,PG,Yes
25,Male,Good,PG,No
23,Female,Good,PhD,No
63,Female,Good,PG,Yes
43,Male,Average,PhD,Yes
46,Male,Good,PG,No
19,Male,Poor,PG,Yes
41,Male,Poor,PG,Yes
51,Female,Poor,PG,No
46,Other,Average,UG,Yes
38,Female,Good,UG,No
58,Male,Poor,UG,Yes
50,Female,Good,UG,Yes
21,Female,Poor,UG,No
60,Male,Average,PG,Yes
22,Male,Average,UG,No
19,Male,Good,PG,Yes
46,Male,Average,UG,Yes
35,Female,Good,PG,No
55,Female,Average,PG,No
24,Female,Average,UG,No
35,Female,Good,UG,No
38,Other,Good,UG,No
34,Female,Good,PG,No
59,Male,Good,UG,Yes
31,Female,Good,UG,Yes
39,Male,Good,UG,Yes
21,Female,Average,PG,Yes
36,Female,Average,UG,No
46,Male,Good,PG,No
26,Female,Good,PG,No
32,Female,Good,PG,No
48,Female,Good,PG,No
32,Female,Good,PG,Yes
20,Female,Good,PG,No
29,Female,Average,PG,No
27,Female,Poor,UG,No
45,Female,Average,PG,No
26,Male,Good,UG,No
26,Female,Good,PhD,Yes
60,Male,Poor,PG,Yes
33,Male,Good,UG,No
45,Female,Average,PG,Yes
45,Female,Good,PG,Yes
26,Other,Good,PG,Yes
25,Female,Average,UG,No
28,Female,Average,PG,Yes
60,Male,Poor,UG,Yes
36,Male,Good,PG,Yes
39,Female,Poor,PhD,Yes
57,Female,Good,UG,No
55,Female,Average,UG,Yes
25,Female,Average,UG,No
19,Male,Good,PG,No
48,Male,Poor,UG,Yes
61,Female,Good,UG,No
49,Male,Good,UG,No
20,Female,Poor,UG,No
63,Male,Average,UG,Yes
31,Male,Good,UG,Yes
63,Male,Poor,UG,No
59,Male,Average,PG,No
53,Other,Good,UG,Yes
29,Female,Poor,PG,No
50,Male,Poor,UG,No
25,Female,Average,PhD,Yes
55,Female,Average,UG,Yes
62,Male,Good,PG,Yes
61,Female,Poor,UG,No
51,Female,Good,PG,Yes
29,Male,Good,PG,Yes
33,Male,Poor,PG,No
42,Female,Poor,PG,Yes
39,Female,Good,UG,No
55,Female,Poor,PG,Yes
26,Male,Good,PhD,No
48,Male,Good,UG,Yes
46,Female,Average,UG,Yes
21,Female,Good,PhD,No
47,Female,Average,UG,No
23,Female,Good,PG,Yes
23,Female,Average,UG,Yes
31,Other,Good,UG,No
37,Female,Average,PG,Yes
57,Other,Poor,PG,No
58,Female,Average,UG,Yes
29,Male,Good,PG,No
23,Female,Poor,PG,No
50,Male,Good,UG,No
51,Male,Average,UG,Yes
36,Male,Average,UG,Yes
30,Male,Average,UG,Yes
56,Male,Good,UG,No
20,Female,Average,UG,Yes
56,Male,Average,UG,Yes
24,Female,Average,UG,Yes
42,Male,Average,PG,No
61,Female,Good,PhD,Yes
33,Other,Good,PhD,No
37,Male,Average,UG,Yes
47,Female,Good,UG,Yes
60,Female,Average,UG,No
32,Other,Average,PG,No
43,Female,Average,UG,Yes
51,Female,Poor,PG,Yes
39,Other,Good,UG,Yes
38,Female,Good,UG,Yes
53,Male,Good,UG,No
60,Male,Good,UG,Yes
57,Male,Average,PG,Yes
33,Male,Average,UG,No
20,Male,Good,UG,No
41,Male,Average,UG,No
42,Male,Good,PG,No
52,Other,Good,UG,Yes
35,Female,Good,UG,No
41,Male,Good,PhD,No
23,Male,Poor,PhD,Yes
56,Female,Good,PhD,Yes
62,Female,Good,PG,No
57,Female,Poor,PG,No
62,Female,Average,UG,No
56,Male,Average,UG,Yes
27,Male,Good,UG,No
56,Male,Average,PG,No
37,Male,Poor,PhD,No
30,Male,Poor,UG,Yes
36,Female,Average,UG,No
43,Male,Average,UG,Yes
38,Male,Average,PhD,Yes
60,Male,Good,UG,No
25,Female,Good,UG,Yes
40,Male,Good,UG,No
43,Male,Average,UG,Yes
18,Male,Good,UG,No
48,Female,Average,PG,No
19,Male,Average,UG,Yes
28,Female,Good,UG,Yes
21,Male,Good,UG,No
38,Female,Good,PG,Yes
26,Female,Good,UG,Yes
38,Female,Good,PG,No
38,Male,Average,UG,No
46,Female,Average,UG,Yes
59,Female,Good,UG,Yes
40,Female,Average,PG,Yes
21,Female,Good,UG,Yes
20,Male,Average,UG,Yes
30,Other,Good,PG,Yes
29,Male,Good,UG,Yes
18,Male,Average,PG,Yes
35,Female,Good,UG,Yes
20,Male,Good,PG,Yes
44,Female,Poor,UG,Yes
28,Female,Poor,PG,Yes
28,Female,Good,PG,Yes
29,Female,Good,PhD,No
34,Male,Good,UG,Yes
20,Female,Average,PhD,Yes
23,Female,Good,UG,Yes
43,Female,Poor,UG,No
26,Male,Poor,UG,Yes
59,Male,Poor,UG,No
19,Male,Poor,UG,Yes
23,Male,Average,PhD,Yes
56,Female,Good,UG,Yes
54,Female,Average,UG,No
41,Female,Good,UG,No
63,Male,Good,UG,Yes
42,Male,Average,PG,No
43,Female,Poor,PhD,Yes
34,Male,Good,UG,Yes
44,Female,Good,UG,Yes
61,Female,Average,UG,No
38,Female,Good,PG,Yes
40,Female,Poor,UG,Yes
25,Male,Good,UG,Yes
40,Female,Good,UG,Yes
23,Male,Average,UG,No
64,Female,Good,UG,No
44,Female,Average,UG,Yes
19,Male,Good,PG,No
59,Female,Average,UG,No
20,Male,Good,PhD,No
24,Female,Good,PG,Yes
44,Female,Poor,UG,No
37,Male,Good,PhD,No
36,Male,Good,UG,Yes
32,Female,Good,UG,Yes
47,Male,Good,UG,Yes
56,Male,Poor,PG,Yes
48,Other,Average,PG,Yes
25,Female,Average,UG,No
40,Female,Good,UG,Yes
51,Female,Poor,PG,Yes
52,Male,Good,PG,No
59,Other,Good,UG,Yes
39,Male,Poor,UG,Yes
38,Female,Poor,UG,Yes
61,Female,Good,UG,Yes
47,Male,Good,UG,No
41,Male,Poor,PG,No
57,Male,Good,UG,No
19,Female,Poor,UG,Yes
29,Female,Good,UG,No
24,Male,Average,PhD,Yes
27,Male,Good,PG,Yes
57,Male,Poor,PG,Yes
22,Female,Average,UG,No
58,Female,Good,UG,No
24,Female,Good,UG,Yes
42,Male,Good,UG,No
24,Male,Good,UG,No
18,Male,Average,UG,Yes
37,Male,Poor,PhD,Yes
61,Female,Good,PG,No
38,Other,Poor,UG,No
36,Male,Good,PhD,Yes
62,Male,Good,UG,Yes
42,Female,Poor,PG,No
24,Male,Average,PG,Yes
36,Female,Average,UG,No
64,Female,Good,PG,No
28,Other,Average,PG,Yes
20,Male,Average,UG,No
61,Male,Good,UG,No
38,Female,Average,UG,Yes
19,Male,Poor,PhD,Yes
36,Male,Good,UG,No
47,Female,Average,PG,Yes
32,Male,Average,PG,No
64,Male,Good,PG,Yes
33,Male,Good,UG,No
29,Female,Average,PhD,Yes
51,Female,Average,PG,No
64,Female,Average,UG,No
27,Male,Good,UG,Yes
43,Female,Good,UG,Yes
45,Female,Good,PhD,No
62,Male,Average,PG,No
61,Male,Good,UG,Yes
18,Male,Good,UG,No
28,Male,Poor,UG,No
38,Female,Average,UG,Yes
23,Male,Good,PG,Yes
41,Female,Good,UG,Yes
30,Female,Good,UG,No
58,Female,Poor,UG,Yes
27,Other,Average,PhD,No
18,Female,Good,PG,Yes
58,Female,Good,UG,No
64,Male,Average,PG,Yes
19,Female,Good,UG,No
27,Female,Poor,UG,No
42,Other,Good,UG,No
20,Male,Good,UG,Yes
58,Male,Poor,PhD,Yes
45,Female,Average,PG,Yes
39,Female,Average,PG,Yes
50,Female,Good,UG,No
24,Female,Good,UG,Yes
41,Male,Average,PG,Yes
62,Male,Good,UG,Yes
26,Male,Good,UG,No
64,Other,Poor,UG,Yes
56,Male,Good,PhD,Yes
64,Male,Good,PG,Yes
31,Male,Good,PG,Yes
33,Male,Poor,UG,Yes
30,Male,Good,UG,No
40,Female,Average,PG,No
55,Male,Poor,PG,Yes
30,Female,Poor,UG,Yes
56,Male,Poor,PG,Yes
45,Male,Good,PG,Yes
19,Male,Good,PG,No
36,Male,Average,UG,No
42,Male,Average,UG,No
38,Male,Good,UG,No
57,Female,Good,PG,Yes
54,Female,Average,UG,Yes
59,Female,Good,UG,Yes
57,Female,Good,UG,Yes
52,Female,Average,UG,Yes
18,Female,Average,UG,No
48,Male,Poor,UG,No
21,Female,Poor,PhD,Yes
51,Female,Poor,PG,Yes
56,Female,Poor,UG,No
54,Male,Average,UG,No
34,Female,Average,UG,No
59,Male,Good,UG,Yes
20,Male,Good,UG,No
45,Female,Good,PhD,Yes
20,Male,Average,UG,No
22,Male,Average,UG,No
37,Male,Poor,UG,No
39,Other,Good,UG,Yes
30,Male,Poor,UG,Yes
46,Male,Average,UG,Yes
40,Male,Average,PG,Yes
53,Male,Average,UG,No
63,Female,Poor,PhD,No
42,Female,Good,PhD,Yes
37,Female,Poor,UG,Yes
55,Male,Good,PG,No
62,Female,Good,PG,Yes
42,Male,Average,UG,Yes
25,Female,Good,PhD,No
41,Female,Good,PG,No
53,Female,Average,PG,Yes
46,Male,Good,PhD,Yes
39,Male,Average,UG,No
42,Female,Poor,UG,Yes
53,Male,Good,UG,Yes
28,Female,Average,UG,No
62,Male,Average,PhD,No
42,Male,Good,PhD,No
39,Female,Good,UG,No
52,Female,Good,PG,No
57,Female,Good,UG,Yes
52,Female,Good,UG,No
41,Female,Good,PhD,Yes
27,Female,Good,PG,Yes
27,Female,Good,UG,Yes
40,Female,Good,PG,No
38,Male,Good,UG,No
28,Male,Average,UG,No
30,Female,Poor,UG,Yes
39,Male,Good,UG,Yes
28,Female,Poor,UG,Yes
56,Male,Good,UG,Yes
58,Male,Poor,UG,No
29,Male,Average,UG,No
41,Female,Average,UG,Yes
23,Female,Poor,UG,No
32,Female,Good,UG,No
50,Male,Good,UG,No
40,Male,Average,UG,No
59,Male,Good,PG,Yes
33,Male,Average,UG,No
39,Male,Poor,UG,No
45,Female,Good,UG,No
35,Male,Good,PG,No
49,Male,Average,PG,No
25,Male,Poor,UG,No
48,Male,Poor,UG,Yes
60,Male,Good,UG,No
27,Male,Average,UG,No
29,Female,Good,PG,Yes
19,Female,Good,UG,Yes
27,Male,Average,PG,Yes
63,Male,Poor,UG,No
51,Female,Average,PG,No
37,Male,Average,UG,Yes
41,Female,Poor,UG,No
36,Female,Good,UG,Yes
28,Female,Good,PG,Yes
35,Female,Poor,UG,Yes
19,Male,Average,PG,No
44,Male,Average,UG,Yes
51,Female,Poor,UG,Yes
44,Male,Good,PG,No
28,Female,Good,PhD,Yes
59,Male,Average,PG,Yes
43,Male,Good,UG,No
20,Female,Good,PhD,No
22,Male,Good,UG,No
22,Female,Good,UG,No
59,Male,Poor,PhD,No
56,Female,Average,UG,No
43,Male,Good,PhD,No
39,Female,Average,UG,No
30,Female,Good,UG,Yes
61,Male,Good,UG,Yes
64,Male,Average,PG,Yes
38,Male,Poor,PG,Yes
63,Female,Good,UG,Yes
64,Male,Poor,UG,Yes
64,Male,Average,PG,Yes
25,Male,Good,PG,Yes
58,Female,Good,PG,No
58,Male,Average,UG,No
32,Male,Good,UG,Yes
30,Male,Average,UG,Yes
46,Female,Good,UG,No
58,Female,Poor,PG,Yes
44,Female,Average,PG,No
21,Male,Good,UG,Yes
42,Male,Poor,UG,No
48,Female,Poor,PG,Yes
59,Male,Poor,PG,Yes
47,Female,Average,UG,No
42,Male,Good,UG,Yes
38,Female,Average,PG,No
58,Female,Good,UG,Yes
23,Female,Average,UG,Yes
60,Male,Poor,UG,Yes
56,Male,Average,UG,No
26,Male,Average,UG,Yes
26,Female,Poor,PG,Yes
54,Male,Average,PhD,Yes
53,Female,Average,UG,No
25,Female,Average,UG,Yes
31,Female,Good,PhD,No
45,Male,Good,UG,Yes
60,Male,Average,PG,Yes
48,Female,Average,PG,No
22,Female,Good,UG,Yes
45,Male,Average,PhD,Yes
45,Female,Good,UG,Yes
57,Female,Good,PG,Yes
44,Female,Good,UG,No
43,Female,Good,UG,No
24,Male,Good,UG,Yes
22,Female,Good,PhD,No
53,Female,Average,UG,No
26,Male,Poor,PG,Yes
61,Other,Average,UG,No
34,Male,Good,UG,Yes
29,Female,Poor,PG,Yes
44,Male,Poor,UG,Yes
39,Female,Good,PG,No
59,Male,Average,UG,Yes
62,Female,Average,UG,Yes
34,Male,Good,UG,Yes
50,Female,Average,PhD,No
43,Female,Good,UG,No
62,Other,Good,UG,Yes
63,Male,Good,UG,No
33,Male,Average,UG,No
56,Male,Poor,UG,Yes
55,Female,Good,PG,Yes
54,Male,Good,UG,No
61,Female,Good,UG,Yes
51,Female,Poor,PG,Yes
49,Female,Good,UG,Yes
42,Other,Poor,UG,No
52,Female,Good,UG,No
38,Female,Average,UG,Yes
64,Female,Good,UG,Yes
55,Male,Average,UG,No
36,Female,Poor,PG,Yes
62,Female,Good,PG,No
30,Male,Good,UG,Yes
56,Other,Poor,UG,Yes
50,Male,Good,UG,Yes
54,Male,Good,UG,Yes
62,Female,Good,UG,No
46,Female,Good,PhD,Yes
49,Female,Poor,PG,Yes
44,Male,Good,UG,Yes
42,Female,Average,UG,Yes
33,Male,Good,UG,Yes
62,Male,Good,UG,Yes
50,Male,Average,UG,Yes
39,Male,Good,UG,No
50,Other,Good,UG,No
25,Male,Poor,UG,Yes
22,Male,Good,UG,Yes
62,Male,Average,PhD,Yes
30,Male,Good,UG,Yes
52,Female,Average,PG,No
38,Male,Poor,PG,No
52,Female,Good,UG,Yes
56,Male,Average,PG,No
62,Male,Poor,UG,No
47,Male,Good,UG,No
28,Female,Good,PhD,No
59,Male,Good,UG,No
33,Male,Poor,PG,Yes
55,Female,Average,UG,Yes
24,Male,Average,UG,No
30,Female,Poor,UG,No
51,Male,Average,UG,Yes
26,Female,Poor,PG,Yes
33,Female,Poor,PG,Yes
62,Female,Good,PhD,No
58,Male,Good,UG,Yes
54,Female,Good,UG,No
52,Male,Poor,UG,No
44,Female,Poor,UG,No
34,Other,Poor,UG,Yes
47,Male,Average,UG,Yes
46,Female,Good,PhD,No
49,Other,Good,UG,Yes
19,Female,Good,UG,No
25,Female,Average,UG,No
58,Male,Good,UG,Yes
38,Female,Good,UG,No
39,Female,Average,UG,Yes
28,Female,Good,UG,Yes
59,Female,Average,UG,Yes
19,Male,Good,PhD,No
39,Male,Good,UG,Yes
34,Other,Average,UG,No
44,Male,Poor,UG,No
51,Male,Good,UG,No
49,Female,Average,PG,Yes
20,Other,Poor,PG,Yes
60,Male,Good,PG,No
30,Male,Good,UG,No
21,Female,Good,PG,Yes
24,Male,Good,PG,No
34,Female,Good,UG,Yes
24,Female,Good,PG,Yes
43,Male,Average,UG,Yes
21,Male,Good,PG,No
36,Female,Good,UG,No
52,Male,Average,UG,Yes
59,Male,Average,UG,Yes
45,Male,Average,UG,Yes
47,Male,Average,UG,Yes
63,Female,Good,UG,Yes
36,Female,Poor,UG,Yes
34,Male,Average,UG,Yes
51,Male,Average,PG,Yes
58,Male,Poor,UG,No
61,Female,Good,PG,No
61,Female,Average,UG,Yes
55,Male,Poor,PhD,Yes
43,Male,Average,UG,Yes
53,Female,Good,PG,Yes
23,Male,Good,UG,Yes
45,Female,Average,PG,Yes
27,Female,Good,PG,Yes
49,Male,Good,PG,Yes
36,Female,Poor,PhD,Yes
52,Female,Poor,PhD,Yes
18,Female,Average,PG,Yes
50,Female,Average,UG,Yes
35,Female,Good,UG,Yes
64,Female,Good,PhD,No
48,Female,Good,UG,No
59,Male,Good,UG,Yes
26,Female,Good,PG,Yes
38,Female,Poor,UG,Yes
40,Male,Average,UG,No
36,Female,Good,UG,No
61,Female,Average,PhD,Yes
37,Female,Good,PG,Yes
22,Female,Good,UG,No
27,Female,Good,UG,Yes
41,Female,Good,UG,Yes
48,Female,Good,PG,No
22,Female,Good,UG,No
57,Female,Good,UG,No
51,Female,Average,UG,No
42,Male,Good,UG,Yes
55,Male,Good,PG,No
53,Female,Good,UG,Yes
23,Female,Poor,PG,No
53,Male,Average,PG,Yes
61,Female,Average,UG,No
40,Other,Average,UG,No
44,Male,Average,UG,No
46,Female,Good,UG,No
18,Female,Good,UG,No
31,Male,Average,PG,No
60,Female,Good,PhD,No
37,Male,Poor,UG,No
53,Male,Poor,PG,Yes
63,Female,Poor,PG,Yes
61,Male,Average,PG,No
21,Female,Good,PG,Yes
49,Female,Good,PG,Yes
34,Female,Good,PG,Yes
43,Female,Good,UG,Yes
61,Female,Poor,PhD,No
51,Female,Good,UG,No
62,Male,Good,PG,No
32,Female,Average,UG,No
22,Male,Good,UG,No
32,Male,Good,UG,No
22,Female,Good,PhD,No
34,Male,Good,PG,Yes
18,Male,Good,UG,No
37,Female,Good,UG,No
51,Female,Good,UG,Yes
39,Female,Good,UG,Yes
33,Male,Poor,UG,No
45,Male,Poor,UG,No
38,Female,Poor,PG,Yes
45,Female,Poor,PG,No
36,Male,Poor,PhD,Yes
18,Female,Poor,UG,Yes
47,Male,Average,UG,No
47,Male,Good,UG,Yes
19,Female,Good,PG,No
35,Female,Good,UG,Yes
26,Male,Poor,UG,No
57,Female,Good,PG,No
50,Female,Poor,PhD,No
29,Female,Good,UG,Yes
19,Male,Average,UG,No
31,Female,Good,UG,No
45,Female,Average,UG,No
39,Male,Poor,PhD,No
33,Female,Good,UG,Yes
35,Female,Good,PhD,Yes
50,Female,Average,UG,Yes
26,Male,Good,UG,Yes
24,Female,Average,PhD,Yes
19,Female,Good,UG,No
58,Female,Poor,PG,Yes
19,Female,Poor,PG,Yes
30,Female,Good,UG,Yes
59,Male,Good,PG,Yes
20,Male,Average,UG,No
20,Female,Good,PG,Yes
39,Female,Average,UG,No
39,Male,Poor,PG,No
56,Female,Average,PG,No
54,Male,Good,PG,No
19,Male,Good,UG,No
37,Male,Poor,PhD,Yes
30,Male,Good,PG,No
51,Male,Average,PhD,No
46,Male,Good,PhD,No
58,Female,Good,PG,Yes
59,Male,Good,PG,Yes
35,Female,Average,UG,Yes
30,Female,Good,UG,Yes
30,Female,Poor,UG,Yes
32,Female,Good,PhD,No
37,Female,Poor,PG,Yes
38,Female,Good,UG,No
53,Male,Good,PG,Yes
28,Male,Good,UG,No
53,Male,Good,PG,No
59,Female,Average,PG,Yes
18,Female,Good,PG,No
50,Male,Good,UG,Yes
34,Female,Good,UG,Yes
25,Male,Average,UG,Yes
22,Female,Good,PhD,No
32,Male,Good,UG,No
38,Female,Good,UG,No
36,Male,Average,UG,No
39,Female,Good,UG,No
56,Male,Good,PG,No
35,Male,Average,UG,No
23,Female,Average,PG,Yes
50,Female,Average,UG,Yes
34,Male,Good,PG,No
21,Female,Good,UG,No
23,Female,Good,UG,Yes
42,Male,Poor,UG,No
24,Male,Average,UG,Yes
19,Female,Good,UG,No
21,Female,Good,PG,Yes
28,Male,Poor,PG,Yes
54,Other,Good,PG,Yes
18,Male,Good,UG,Yes
22,Female,Good,PhD,No
46,Male,Average,UG,No
64,Female,Average,UG,Yes
21,Male,Good,UG,Yes
62,Female,Good,UG,No
52,Female,Good,UG,Yes
21,Female,Poor,UG,Yes
39,Female,Average,UG,No
57,Male,Good,PG,Yes
36,Male,Good,UG,No
24,Male,Poor,UG,Yes
30,Male,Average,UG,Yes
58,Female,Good,UG,No
46,Male,Good,UG,No
36,Female,Average,UG,Yes
20,Male,Poor,UG,Yes
22,Female,Average,PG,No
54,Female,Good,UG,No
63,Female,Average,UG,No
38,Male,Good,PhD,No
44,Female,Good,PG,No
27,Male,Good,UG,Yes
28,Female,Good,PG,No
59,Male,Good,PG,No
36,Male,Average,UG,No
47,Female,Good,PG,No
30,Male,Poor,UG,Yes
41,Female,Average,UG,Yes
30,Male,Good,PhD,Yes
62,Male,Average,UG,No
28,Male,Good,PG,Yes
35,Female,Average,UG,Yes
21,Male,Poor,UG,No
32,Female,Poor,UG,Yes
39,Female,Average,PG,No
64,Male,Poor,UG,Yes
23,Female,Average,UG,Yes
32,Male,Good,UG,No
25,Male,Average,PhD,Yes
22,Male,Average,UG,Yes
57,Male,Good,PG,No
58,Female,Good,PG,Yes
23,Female,Good,PG,Yes
60,Male,Good,UG,No
54,Male,Poor,PG,Yes
49,Female,Average,PG,No
34,Female,Good,UG,No
51,Male,Average,UG,No
54,Male,Poor,UG,Yes
37,Male,Good,UG,Yes
19,Female,Average,PG,No
59,Female,Average,PG,Yes
25,Male,Poor,UG,No
25,Male,Good,UG,Yes
32,Female,Good,PG,Yes
28,Male,Good,PG,Yes
61,Female,Good,UG,No
18,Male,Good,UG,Yes
45,Female,Good,UG,No
21,Female,Poor,UG,No
29,Male,Average,UG,No
34,Male,Good,UG,No
37,Male,Average,UG,Yes
30,Male,Good,UG,Yes
35,Male,Average,UG,Yes
37,Female,Good,PhD,No
40,Male,Good,PG,Yes
48,Male,Average,UG,Yes
32,Male,Poor,UG,Yes
33,Female,Good,UG,No
25,Male,Poor,UG,No
38,Male,Good,UG,No
21,Female,Poor,PG,No
51,Female,Poor,PG,No
64,Male,Good,PG,Yes
62,Female,Poor,UG,Yes
64,Female,Average,UG,No
18,Male,Poor,UG,Yes
27,Other,Good,UG,Yes
53,Male,Good,PhD,Yes
46,Male,Good,UG,Yes
26,Female,Average,PG,Yes
19,Male,Average,PG,No
47,Male,Good,UG,Yes
28,Female,Good,PG,No
47,Female,Good,PG,Yes
49,Male,Good,PG,Yes
33,Male,Good,UG,No
19,Female,Poor,UG,Yes
64,Female,Poor,UG,Yes
58,Male,Good,UG,Yes
29,Female,Good,UG,No
57,Female,Good,UG,Yes
37,Other,Good,UG,No
28,Female,Good,UG,No
56,Female,Good,UG,Yes
59,Male,Average,PhD,No
26,Female,Average,UG,Yes
41,Female,Good,PG,No
53,Male,Poor,UG,Yes
35,Male,Poor,UG,No
20,Female,Good,UG,No
27,Female,Average,PG,No
52,Female,Good,UG,No
64,Female,Good,PG,Yes
44,Male,Good,UG,No
43,Male,Good,UG,Yes
26,Female,Poor,PG,No
31,Male,Poor,PG,Yes
46,Male,Good,UG,Yes
36,Female,Good,UG,Yes
27,Male,Average,UG,Yes
54,Male,Poor,UG,No
57,Female,Good,PG,No
59,Male,Average,UG,No
64,Male,Good,UG,No
50,Female,Good,PG,Yes
27,Female,Average,UG,No
55,Male,Average,UG,Yes
43,Female,Poor,UG,Yes
40,Female,Good,UG,No
20,Female,Poor,UG,Yes
56,Male,Good,UG,Yes
25,Female,Average,PG,Yes
54,Male,Average,PG,Yes
31,Male,Poor,UG,Yes
37,Female,Poor,UG,Yes
44,Female,Average,UG,No
39,Female,Good,PG,Yes
54,Male,Good,UG,Yes
53,Female,Poor,UG,Yes
42,Male,Good,UG,Yes
50,Male,Good,UG,Yes
41,Male,Good,UG,No
54,Male,Good,PG,Yes
54,Male,Good,PG,Yes
21,Female,Poor,PG,Yes
25,Male,Average,UG,No
50,Female,Average,PG,No
57,Male,Average,UG,No
30,Male,Average,PG,Yes
52,Male,Average,PG,Yes
25,Female,Good,UG,Yes
34,Female,Average,UG,No
34,Male,Good,PG,No
42,Other,Average,PG,No
41,Other,Poor,UG,Yes
24,Female,Good,UG,Yes
45,Male,Good,PhD,Yes
30,Female,Average,UG,No
42,Male,Good,UG,No
30,Female,Average,UG,Yes
21,Female,Poor,PG,Yes
33,Female,Poor,UG,Yes
45,Female,Average,PG,No
49,Female,Good,UG,Yes
35,Male,Good,UG,No
26,Female,Good,UG,No
63,Female,Good,UG,No
56,Female,Good,PG,Yes
58,Female,Poor,UG,No
42,Male,Good,UG,Yes
33,Male,Poor,UG,Yes
46,Male,Good,UG,No
29,Female,Good,PG,No
30,Female,Good,UG,Yes
43,Female,Poor,UG,No
63,Male,Average,PhD,Yes
58,Male,Average,UG,Yes
55,Male,Average,PG,Yes
54,Male,Good,UG,Yes
24,Male,Good,UG,Yes
63,Male,Good,UG,Yes
59,Female,Good,UG,Yes
24,Female,Average,UG,No
57,Male,Good,UG,No
58,Male,Good,PG,No
31,Male,Poor,PG,Yes
60,Male,Good,UG,Yes
54,Female,Average,UG,Yes
39,Male,Good,UG,Yes
37,Female,Good,UG,Yes
64,Female,Poor,UG,No
61,Female,Poor,PG,No
53,Male,Good,PG,No
47,Female,Average,PhD,Yes
52,Female,Average,UG,Yes
47,Female,Poor,PG,No
56,Female,Good,UG,No
25,Male,Average,PhD,Yes
39,Female,Good,PhD,Yes
28,Male,Good,UG,Yes
59,Female,Good,PG,Yes
39,Male,Good,PG,Yes
31,Male,Poor,UG,Yes
21,Male,Poor,UG,No
22,Female,Poor,PhD,Yes
29,Male,Average,PhD,No
26,Female,Average,UG,Yes
38,Female,Average,UG,No
20,Female,Average,UG,Yes
51,Female,Average,UG,No
25,Male,Good,UG,No
41,Male,Average,UG,Yes
53,Male,Good,UG,Yes
27,Male,Poor,UG,Yes
27,Female,Poor,UG,Yes
61,Male,Average,PhD,Yes
35,Female,Average,PhD,No
18,Male,Good,UG,Yes
60,Female,Average,UG,Yes
35,Female,Good,UG,Yes
34,Male,Good,UG,Yes
52,Male,Good,PG,No
52,Female,Average,UG,No
29,Female,Good,PG,No
33,Male,Average,UG,No
58,Male,Good,PhD,Yes
41,Female,Good,PhD,No
54,Male,Good,PG,No
24,Female,Good,UG,No
18,Male,Average,UG,No
40,Female,Good,PG,Yes
19,Female,Good,UG,Yes
40,Male,Good,PG,Yes
24,Male,Poor,UG,Yes
64,Male,Average,UG,No
42,Female,Good,PG,Yes
35,Male,Average,UG,No
60,Male,Good,UG,No
20,Male,Poor,PG,Yes
32,Male,Good,UG,No
30,Male,Poor,UG,No
31,Male,Good,PhD,No
25,Male,Good,PG,No
50,Male,Good,PG,Yes
26,Male,Poor,PG,Yes
37,Other,Good,PG,No
31,Female,Poor,UG,Yes
21,Male,Average,UG,No
25,Male,Average,UG,Yes
34,Female,Average,UG,Yes
48,Male,Average,UG,No
27,Female,Poor,UG,No
48,Female,Average,UG,No
35,Female,Good,UG,No
51,Male,Good,UG,No
38,Female,Poor,PG,Yes
52,Female,Average,PG,No
27,Female,Poor,PG,No
43,Other,Good,UG,Yes
55,Female,Good,UG,No
51,Other,Poor,UG,No
62,Female,Poor,PG,No
47,Male,Poor,UG,No
31,Female,Good,PG,No
31,Female,Good,PhD,No
37,Female,Good,UG,No
19,Female,Average,UG,No
